Source,Target,Type,id,label,timeset,weight,text
dccomm,the_bsr,Directed,6392,,,1.0,Crane: need to think about Greco-Roman world as part of a Eurasian world system. We should be reading Hafez in clas… https://t.co/rXH3QZOvIK
bioarchitalia,the_bsr,Directed,6393,,,1.0,RT @the_bsr: .@pompei79 speaking today at #aiascs on BSR geophysical survey in Utica https://t.co/2gnJy6U34r https://t.co/fuJHwij6gc
stephenjohnkay,the_bsr,Directed,6394,,,1.0,RT @the_bsr: .@pompei79 speaking today at #aiascs on BSR geophysical survey in Utica https://t.co/2gnJy6U34r https://t.co/fuJHwij6gc
matthewlloyd85,the_bsr,Directed,6395,,,1.0,Seems like a few of my conversations last night got a bit Glaukos when they turned to Trump/Brexit etc. #aiascs https://t.co/84aXb10gN9
bittydiana,the_bsr,Directed,6396,,,1.0,At my first session: New outreach and communications for classics! #aiascs
scsclassics,themedievaldrk,Directed,6397,,,1.0,"@TheMedievalDrK @c_perry IDK, you both seem pretty cool to us. You'd fit right in! #AIASCS"
fersilari1,theromansoc,Directed,6398,,,1.0,RT @CambUP_Classics: Free access to articles from Britannia! @TheRomanSoc https://t.co/REdLbT2ZEw #aiascs # classicalarchaeology https://t.…
opietasanimi,theromansoc,Directed,6399,,,5.0,"We're at this, and it's being streamed on Facebook live #aiascs"
mondo19641,theromansoc,Directed,6400,,,1.0,RT @CambUP_Classics: Free access to articles from Britannia! @TheRomanSoc https://t.co/REdLbT2ZEw #aiascs # classicalarchaeology https://t.…
chesterarchsoc,theromansoc,Directed,6401,,,1.0,RT @CambUP_Classics: Free access to articles from Britannia! @TheRomanSoc https://t.co/REdLbT2ZEw #aiascs # classicalarchaeology https://t.…
kelsdi,theromansoc,Directed,6402,,,1.0,RT @CambUP_Classics: Free access to articles from Britannia! @TheRomanSoc https://t.co/REdLbT2ZEw #aiascs # classicalarchaeology https://t.…
tilned,theromansoc,Directed,6403,,,1.0,RT @CambUP_Classics: Free access to articles from Britannia! @TheRomanSoc https://t.co/REdLbT2ZEw #aiascs # classicalarchaeology https://t.…
ccabinetto,theromansoc,Directed,6404,,,1.0,RT @CambUP_Classics: Free access to articles from Britannia! @TheRomanSoc https://t.co/REdLbT2ZEw #aiascs # classicalarchaeology https://t.…
rogueclassicist,theromansoc,Directed,6405,,,2.0,SH: definite pedagogical applications ... another way to communicate the ancient world #aiascs #AncMakers
theromansoc,theromansoc,Directed,6406,,,1.0,RT @CambUP_Classics: Free access to articles from Britannia! @TheRomanSoc https://t.co/REdLbT2ZEw #aiascs # classicalarchaeology https://t.…
bsalille3,theromansoc,Directed,6407,,,1.0,RT @CambUP_Classics: Free access to articles from Britannia! @TheRomanSoc https://t.co/REdLbT2ZEw #aiascs # classicalarchaeology https://t.…
frantasticx,theromansoc,Directed,6408,,,1.0,Difficulty in locating/hard to understand blocks large scale analysis of ancient graffiti - aims to lower barrier to inscriptions #aiascs
cambup_classics,theromansoc,Directed,6409,,,2.0,Free access to articles from Britannia! @TheRomanSoc https://t.co/REdLbT2ZEw #aiascs # classicalarchaeology https://t.co/ce72wapfBZ
ancientplanet,thessea,Directed,6410,,,2.0,The latest The AncientPlanet Daily! https://t.co/dOUjZd8UWV Thanks to @TheSSEA @ChasingAphrodit #aiascs #lp
nichols_cher,thought_lesskat,Directed,6411,,,1.0,RT @tHoUgHt_lessKat: Visit the @ROMtoronto staff #aiascs conference for details to skip the line @Nichols_Cher https://t.co/yqoaPx3Yie
chrismologos,timothyphin,Directed,6412,,,1.0,RT @TimothyPhin: A hearty thank you to all the folks tweeting #aiascs! You make this year away better.
opietasanimi,timothyphin,Directed,6413,,,1.0,RT @TimothyPhin: A hearty thank you to all the folks tweeting #aiascs! You make this year away better.
jd_phd,tissiontisis,Directed,6414,,,2.0,@tissiontisis So no snow on the ground? #aiascs
jaakkokeskari,tld1990,Directed,6415,,,4.0,The latest The Jaakko Sannemann Daily! https://t.co/khIxslhrTu Thanks to @tld1990 @OiliDryad @pollyalida #aiascs #johnberger
diyclassics,to,Directed,6416,,,3.0,RT @DigMyArt: Next workshop at this year's #AIASCS annual meeting! https://t.co/LOA5v52hdm #archaeologicalillustration @archaeology_aia @to…
papyrologus,to,Directed,6417,,,1.0,Testing #aiascs app
paulageorgiade,torontoaia,Directed,6418,,,1.0,#aiascs views 👀 last night from the @torontoAIA reception honouring Prof. Joe and Maria Shaw 👌 https://t.co/TZ3CqXAt8X
torontoaia,torontoaia,Directed,6419,,,3.0,RT @DrLisaTrentin: Great company and a great view! @torontoAIA #aiascs opening night party! https://t.co/Znt3UpJNr7
drlisatrentin,torontoaia,Directed,6420,,,1.0,Great company and a great view! @torontoAIA #aiascs opening night party! https://t.co/Znt3UpJNr7
realtalkscs,torontoaia,Directed,6421,,,1.0,Anyone else notice the AIA presenter ribbons? Are they to serve as a visible reminder not to overdrink the night before presenting? #aiascs
mzarmakoupi,torontoaia,Directed,6422,,,2.0,Mighty Aphrodite #AIASCS #ROMToronto https://t.co/cfGqjvj4eM
lislanna,torontoaia,Directed,6423,,,2.0,Tfw there's a gd underground mall between ur hotel &amp; the #aiascs &amp; u find a totally vegan/gf bakery!!
jd_phd,torontoaia,Directed,6424,,,1.0,"Giving up on creating a schedule in conference app. Buggy &amp; doesn’t have “subsession” times in list (or order, so I could guess). #aiascs"
earchaeol,torontocomms,Directed,6425,,,1.0,RT @JerolynMorrison: Success! THANK YOU for visiting Table 11. Getting ready for Day 2. @archaeology_aia @TorontoComms #aiascs #minoan #Arc…
jerolynmorrison,torontocomms,Directed,6426,,,2.0,Success! THANK YOU for visiting Table 11. Getting ready for Day 2. @archaeology_aia @TorontoComms #aiascs #minoan… https://t.co/u6f74fLAvX
archaeoops,tpusa,Directed,6427,,,1.0,@tpusa @archaeology_aia Let the social justice lovefest &amp; anti-Trump/anti-conservative hatefest begin! #aiascs https://t.co/kqhpdkWtRm
sohnyrin,tracylspurrier,Directed,6428,,,1.0,Tell Tayinat people and friends #aiascs @TracyLSpurrier https://t.co/j2ZIrPMOfH
frantasticx,tracylspurrier,Directed,6429,,,1.0,Fascinating presentation by @TracyLSpurrier on discovery of Neo-Assyrian Queen Hamâ. Tomb headdress below #aiascs https://t.co/TBOj9F56lo
maplemuse,tur_alexandre,Directed,6430,,,2.0,The latest Nick's Digital Humanities Daily! https://t.co/TPDOzzIpaw Thanks to @tur_alexandre @uwaterlooARTS @AliciaGarza_ #mla17 #aiascs
jointmath,turgon,Directed,6431,,,2.0,RT @turgon: Between #aiascs and #JMM17 my feed's been on fire. I'm looking forward to looking into the tools @sebhth demoed: sketchfab and…
opietasanimi,tweetdeck,Directed,6432,,,1.0,don't usually use @TweetDeck but finding it enormously helpful to keep track of the #aiascs feed + my own live tweets this year
jaredsimard,tweetdeck,Directed,6433,,,2.0,material remains of Greek and Roman worlds are essential background for the study of Greek and Latin -Houghtalin YES! #s31 #aiascs
dccomm,tweetdeck,Directed,6434,,,1.0,Major: I teach dinosaur names right away in Ancient Greek class. Spend time practicing transliteration so they see Gk everywhere. #aiascs
diffendale,twhittermarsh,Directed,6435,,,1.0,"RT @Twhittermarsh: If you’re going to #AIASCS, come to the Cam/Dur/Ox party tonight (9-11) in Pine. Not in paper programme (tho in app) but…"
rogueclassicist,twhittermarsh,Directed,6436,,,1.0,"RT @Twhittermarsh: If you’re going to #AIASCS, come to the Cam/Dur/Ox party tonight (9-11) in Pine. Not in paper programme (tho in app) but…"
reb_lang,twhittermarsh,Directed,6437,,,1.0,"RT @Twhittermarsh: If you’re going to #AIASCS, come to the Cam/Dur/Ox party tonight (9-11) in Pine. Not in paper programme (tho in app) but…"
mxmcadam,twhittermarsh,Directed,6438,,,1.0,"RT @Twhittermarsh: If you’re going to #AIASCS, come to the Cam/Dur/Ox party tonight (9-11) in Pine. Not in paper programme (tho in app) but…"
johannahan,twhittermarsh,Directed,6439,,,1.0,"RT @Twhittermarsh: If you’re going to #AIASCS, come to the Cam/Dur/Ox party tonight (9-11) in Pine. Not in paper programme (tho in app) but…"
diyclassics,twhittermarsh,Directed,6440,,,2.0,Let me know if anyone will be at the airport around 10:30/11am and wants to figure out Toronto mass transit with me. #aiascs
josephinequinn,twhittermarsh,Directed,6441,,,1.0,"RT @Twhittermarsh: If you’re going to #AIASCS, come to the Cam/Dur/Ox party tonight (9-11) in Pine. Not in paper programme (tho in app) but…"
opietasanimi,twhittermarsh,Directed,6442,,,1.0,"RT @Twhittermarsh: If you’re going to #AIASCS, come to the Cam/Dur/Ox party tonight (9-11) in Pine. Not in paper programme (tho in app) but…"
durham_classics,twhittermarsh,Directed,6443,,,1.0,"RT @Twhittermarsh: If you’re going to #AIASCS, come to the Cam/Dur/Ox party tonight (9-11) in Pine. Not in paper programme (tho in app) but…"
earchaeol,ucdarchaeology,Directed,6444,,,1.0,"@JerolynMorrison Hurrah, and thanks for promoting @ucdarchaeology @EArchaeol for us! #aiascs #archaeology"
diffendale,ucdarchaeology,Directed,6445,,,2.0,@JerolynMorrison @archaeology_aia @ucdarchaeology #aiascs !
sndorf,ucpress,Directed,6446,,,3.0,"RT @ucpress: To fully understand the racist, violent end of the Nazi regime, we turn to the ancient world: https://t.co/nsHLlGoyDe #AIASCS…"
starchydish,ucpress,Directed,6447,,,2.0,"Julius Caesar, Pericles &amp; the Rise of Hitler
https://t.co/8RqqYg7qIp via @ucpress #AIASCS #AHA17"
bob_darrah,ucpress,Directed,6448,,,1.0,Classics in China is broader and requires the 'western' modifier to refer to the Graeco-Roman world. -Jinyu Liu… https://t.co/wx46IsTBz0
opietasanimi,ucpress,Directed,6449,,,41.0,effort to institutionalize and formalize Classics is a recent phenomenon in China - Liu #aiascs #s46
frantasticx,ucpress,Directed,6450,,,1.0,On urbanism in Palaikastro - no real sign of factional differences in neighbourhoods - Dr Tim Cunningham #aiascs https://t.co/QhP1xZum42
lizcoops,ucpress,Directed,6451,,,6.0,"LaValle: ""near misses"" - Plutarch on the verge of allowing women to speak, but silencing them at the last minute #s43 #aiascs"
mokersel,ucpress,Directed,6452,,,2.0,#6H Sears and Butera groundtruthing to resolve the debate on battlefield archaeology #aiascs
akyempo,ucpress,Directed,6453,,,3.0,"RT @ucpress: An ode to ancient #poetry, performance &amp; Peter Green's translation of Homer's epic #Iliad: https://t.co/i1EMNLQUCz #AIASCS htt…"
taylornutt3,ucpress,Directed,6454,,,3.0,"RT @ucpress: An ode to ancient #poetry, performance &amp; Peter Green's translation of Homer's epic #Iliad: https://t.co/i1EMNLQUCz #AIASCS htt…"
jaredsimard,ucpress,Directed,6455,,,5.0,from HeroesX &gt; Hours 25 &gt; now something new: an online community of readers interested in the ancient world #r2 #aiascs
don_share,ucpress,Directed,6456,,,3.0,"RT @ucpress: An ode to ancient #poetry, performance &amp; Peter Green's translation of Homer's epic #Iliad: https://t.co/i1EMNLQUCz #AIASCS htt…"
j_f_archaeology,ucpress,Directed,6457,,,3.0,Anybody at #aiascs planning aerial photography this season? Check this out! https://t.co/mTsshtdg0z
diyclassics,ucpress,Directed,6458,,,4.0,"Ancient MakerSpaces, 12:30:
""Paper: Phylogenetic Profiling &amp; Classical Drama,"" J. Dexter/A. Schwartz

More: https://t.co/mkOQdTifoj

#aiascs"
sarahveale,ucpress,Directed,6459,,,1.0,"Person on 3 differences of Grk/Roman household cult: number/place of cult objects, accessibility of cultic items, deities honoured. #aiascs"
jtchlup,ucpress,Directed,6460,,,4.0,GM: Suetonius suggests Caligula is more a Xerxes figure than an Alexander. #aiascs #plutarch
wileyhistory,ucpress,Directed,6461,,,1.0,Editor Zara Torlone showing  countries included in forthcoming 'The Handbook to Classical Reception in Eastern and… https://t.co/vtjftX3fXa
mxmcadam,ucpress,Directed,6462,,,1.0,RT @papyrologus: Eric Schmidt shoes us the money behind the #openaccess model @ucpress #aiascs #prespanel https://t.co/sOBEV5WOoX
sspacemann,ucpress,Directed,6463,,,2.0,#aiascs #cold https://t.co/ZFS3VhwX0o
willguast,ucpress,Directed,6464,,,1.0,RT @papyrologus: Imperial Matter @ucpress has had 500 downloads AND much larger sales.  #aiascs
papyrologus,ucpress,Directed,6465,,,14.0,"The diff b/ an #openaccess book and p book from @ucpress w/ respect to quality that ""it is cheaper, and by cheaper, I mean free.""  #aiascs"
realtalkscs,ucpress,Directed,6466,,,2.0,"""Money makes academics uncomfortable""-phrase to be applied to so many issues.Publishing?√Plight of the adjunct?√grants?√ #prespanel #aiascs"
matthewlloyd85,ucpress,Directed,6467,,,2.0,Very interesting stuff regarding different bronze alloys used in the twelfth century and the different effects that had. #aiascs
mrmauney,ucpress,Directed,6468,,,2.0,"RT @ucpress: With #AIASCS underway, we interviewed @michele_salzman, associate editor of #StudiesinLateAntiquity: https://t.co/PiVHS3yrFF h…"
ssnewberry,ucpress,Directed,6469,,,2.0,"RT @ucpress: With #AIASCS underway, we interviewed @michele_salzman, associate editor of #StudiesinLateAntiquity: https://t.co/PiVHS3yrFF h…"
sisselunsissel,ucpress,Directed,6470,,,2.0,"RT @ucpress: With #AIASCS underway, we interviewed @michele_salzman, associate editor of #StudiesinLateAntiquity: https://t.co/PiVHS3yrFF h…"
rogueclassicist,ucpress,Directed,6471,,,3.0,"RT @ucpress: With #AIASCS underway, we interviewed @michele_salzman, associate editor of #StudiesinLateAntiquity: https://t.co/PiVHS3yrFF h…"
peregrinekiwi,ucpress,Directed,6472,,,2.0,"RT @ucpress: With #AIASCS underway, we interviewed @michele_salzman, associate editor of #StudiesinLateAntiquity: https://t.co/PiVHS3yrFF h…"
aemiliusscaeva,ucpress,Directed,6473,,,1.0,"RT @ucpress: To fully understand the racist, violent end of the Nazi regime, we turn to the ancient world: https://t.co/nsHLlGoyDe #AIASCS…"
shaynasheinfeld,ucpress,Directed,6474,,,1.0,"RT @ucpress: To fully understand the racist, violent end of the Nazi regime, we turn to the ancient world: https://t.co/nsHLlGoyDe #AIASCS…"
drmjcwarren,ucpress,Directed,6475,,,1.0,"RT @ucpress: To fully understand the racist, violent end of the Nazi regime, we turn to the ancient world: https://t.co/nsHLlGoyDe #AIASCS…"
ucr_sciencenews,ucpress,Directed,6476,,,2.0,"RT @ucpress: With #AIASCS underway, we interviewed @michele_salzman, associate editor of #StudiesinLateAntiquity: https://t.co/PiVHS3yrFF h…"
soraaadworkshop,ucpress,Directed,6477,,,2.0,"RT @ucpress: With #AIASCS underway, we interviewed @michele_salzman, associate editor of #StudiesinLateAntiquity: https://t.co/PiVHS3yrFF h…"
vicky_austen,umdclassics,Directed,6478,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
uofmpress,umdclassics,Directed,6479,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
timothyphin,umdclassics,Directed,6480,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
sarahebond,umdclassics,Directed,6481,,,2.0,"Grad students flying to Toronto: If you need a free taxi ride to #aiascs around 9:00 pm, text me with your favorite jurist from the Digest."
tiberiusimbrex,umdclassics,Directed,6482,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
maniraptor,umdclassics,Directed,6483,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
maurobonazzi3,umdclassics,Directed,6484,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
lizgloyn,umdclassics,Directed,6485,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
annetteyreed,umdclassics,Directed,6486,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
johannahan,umdclassics,Directed,6487,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
anabases_revue,umdclassics,Directed,6488,,,2.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
villaceque51,umdclassics,Directed,6489,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
michelrouvere,umdclassics,Directed,6490,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
locolde,umdclassics,Directed,6491,,,2.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
bsalille3,umdclassics,Directed,6492,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
scollinselliott,umdclassics,Directed,6493,,,1.0,Poster preview! Prelim results of the first season of Project Hesperides in Toronto #aiascs: multivariate stats and… https://t.co/clDK7Q4mIa
hellenicstudies,umdclassics,Directed,6494,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
meletuslatinist,umdclassics,Directed,6495,,,2.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
drcabaron,umdclassics,Directed,6496,,,1.0,Some food for thought on the eve of #aiascs 2017 meeting: “On Classism in Classics” by Eric Adler https://t.co/92F7dPK4QK
mollyschliemann,umdclassics,Directed,6497,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
matt_j_chalmers,umdclassics,Directed,6498,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
isawlib,umdclassics,Directed,6499,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
m_s_fontaine,umdclassics,Directed,6500,,,2.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
brittanyh753,umdclassics,Directed,6501,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
drcraigmorley,umdclassics,Directed,6502,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
yaleclassicslib,umdclassics,Directed,6503,,,1.0,Women's Classical Caucus events at #aiascs https://t.co/3NvttODnM9
ancientjew,umdclassics,Directed,6504,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
acrsn_org,umdclassics,Directed,6505,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
the_kerrak,umdclassics,Directed,6506,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
rogueclassicist,umdclassics,Directed,6507,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
ubookman,umdclassics,Directed,6508,,,1.0,"RT @eidolon_journal: On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
eidolon_journal,umdclassics,Directed,6509,,,1.0,"On Classism in Classics, by Eric Adler of @UMDClassics #aiascs https://t.co/gYeGOcne6U"
rogueclassicist,umichbentley,Directed,6510,,,1.0,"RT @UofMPress: In honor of #aiascs, check out a photo from when @UMMGC performed at the Parthenon in the 1960s. Thanks @umichBentley! https…"
anabases_revue,umichbentley,Directed,6511,,,1.0,"RT @UofMPress: In honor of #aiascs, check out a photo from when @UMMGC performed at the Parthenon in the 1960s. Thanks @umichBentley! https…"
rogueclassicist,ummgc,Directed,6512,,,1.0,"RT @UofMPress: In honor of #aiascs, check out a photo from when @UMMGC performed at the Parthenon in the 1960s. Thanks @umichBentley! https…"
anabases_revue,ummgc,Directed,6513,,,1.0,"RT @UofMPress: In honor of #aiascs, check out a photo from when @UMMGC performed at the Parthenon in the 1960s. Thanks @umichBentley! https…"
uofmpress,ummgc,Directed,6514,,,1.0,"In honor of #aiascs, check out a photo from when @UMMGC performed at the Parthenon in the 1960s. Thanks… https://t.co/j1y1BJj9eN"
mjkennerly,uofmpress,Directed,6515,,,1.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
charleswatkinso,uofmpress,Directed,6516,,,4.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
rogueclassicist,uofmpress,Directed,6517,,,2.0,"RT @UofMPress: In honor of #aiascs, check out a photo from when @UMMGC performed at the Parthenon in the 1960s. Thanks @umichBentley! https…"
anabases_revue,uofmpress,Directed,6518,,,1.0,"RT @UofMPress: In honor of #aiascs, check out a photo from when @UMMGC performed at the Parthenon in the 1960s. Thanks @umichBentley! https…"
corneliagracchi,uofmpress,Directed,6519,,,1.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
mondo19641,uofmpress,Directed,6520,,,1.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
mxmcadam,uofmpress,Directed,6521,,,2.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
ewg118,uofmpress,Directed,6522,,,1.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
perseidsproject,uofmpress,Directed,6523,,,1.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
uofmpress,uofmpress,Directed,6524,,,1.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
mlsatlow,uofmpress,Directed,6525,,,1.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
soraaadworkshop,uofmpress,Directed,6526,,,1.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
elisabethstorrs,uofmpress,Directed,6527,,,1.0,RT @SarahEBond: Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild! #aiascs #…
sarahebond,uofmpress,Directed,6528,,,1.0,Requisite shot of me with my @UofMPress book. Also pictured? @paregorios. So great to finally see it in the wild!… https://t.co/TpFbvu8FiC
stevenellis74,uofmpress,Directed,6529,,,1.0,SYD&gt;LAX&gt;CVG&gt;DTW&gt;YYZ&gt;#AIASCS
pompeiana79,uofmpress,Directed,6530,,,2.0,RT @charleswatkinso: Reflecting on the challenge of exhibiting an @UofMPress digital publication of #gabii site at #aiascs 2017 meeting htt…
classicslib,uofmpress,Directed,6531,,,2.0,RT @charleswatkinso: Reflecting on the challenge of exhibiting an @UofMPress digital publication of #gabii site at #aiascs 2017 meeting htt…
diyclassics,uofmpress,Directed,6532,,,3.0,Exactly one week away! #ancmakers #aiascs #digiclass https://t.co/ggB5MFiIYe
wileyartculture,uofstthomasmn,Directed,6533,,,1.0,RT @WileyHistory: Spotted at #aiascs: Mark Stansbury-O'Donnell @UofStThomasMN with his lovely book on Greek art. Can you guess what the cov…
wileyhistory,uofstthomasmn,Directed,6534,,,1.0,Spotted at #aiascs: Mark Stansbury-O'Donnell @UofStThomasMN with his lovely book on Greek art. Can you guess what t… https://t.co/g1NHtC4AC6
upatras_greek,upatras,Directed,6535,,,1.0,2nd Day at @scsclassics Exhibit Hall for the @ohiou &amp; @upatras #GreekinGreece program! Come by for more #Summer… https://t.co/G4Az9sqj0Z
sarahebond,uva,Directed,6536,,,1.0,Now listening to Pompeii archaeologist Claire Weiss @UVA discuss her dissertation on ancient sidewalks and Ostia. I… https://t.co/fnA3v1OOeC
diyclassics,uva,Directed,6537,,,2.0,Listening to C. Johanson on how to teach DH as a discipline in a university classics department. #aiascs #s24
wileyhistory,uw,Directed,6538,,,2.0,"9,000 years in 200 pages by Carol Thomas @UW. Come see it yourself at #aiascs https://t.co/caCdfJay8x"
hashtagoras,uw,Directed,6539,,,2.0,Half my feed is at #mla17 and the other half is at #aiascs and I think my phone is going to catch fire
maplemuse,uwaterlooarts,Directed,6540,,,1.0,The latest Nick's Digital Humanities Daily! https://t.co/TPDOzzIpaw Thanks to @tur_alexandre @uwaterlooARTS @AliciaGarza_ #mla17 #aiascs
vergilophile,vergilophile,Directed,6541,,,3.0,"RT @vergilophile: If you can, go to the 8am joint #aiascs panel Sovereignty &amp; Money #s30 #4e for @caeliambulator on Roman coins in India. V…"
rogueclassicist,vergilophile,Directed,6542,,,2.0,RT @vergilophile: Have a feeling I won't get much work done in the next couple of days because I'll be too avidly following the #aiascs twi…
peregrinekiwi,vergilophile,Directed,6543,,,1.0,RT @vergilophile: Have a feeling I won't get much work done in the next couple of days because I'll be too avidly following the #aiascs twi…
matthewlloyd85,vergilophile,Directed,6544,,,1.0,Everyone going to #aiascs having heard that Canada was the best country right now is going to have those dreams severely smashed by the TTC.
corneliagracchi,viktorbaranoff,Directed,6545,,,1.0,RT @ViktorBaranoff: Homeric Advice for Starting a Conversation at #AIASCS https://t.co/ZULbNiBG5q via @sentantiq
joseramonsolgp,viktorbaranoff,Directed,6546,,,1.0,RT @ViktorBaranoff: Homeric Advice for Starting a Conversation at #AIASCS https://t.co/ZULbNiBG5q via @sentantiq
magistraberg,viktorbaranoff,Directed,6547,,,1.0,RT @ViktorBaranoff: Homeric Advice for Starting a Conversation at #AIASCS https://t.co/ZULbNiBG5q via @sentantiq
sentantiq,viktorbaranoff,Directed,6548,,,1.0,RT @ViktorBaranoff: Homeric Advice for Starting a Conversation at #AIASCS https://t.co/ZULbNiBG5q via @sentantiq
maplemuse,violawiegand,Directed,6549,,,1.0,The latest Nick's Digital Humanities Daily! https://t.co/TPDOzzIpaw Thanks to @PamelaIngleton @violawiegand @absentminddmama #aiascs
apistone,wcc_outreach,Directed,6550,,,6.0,The @WCC_outreach open meeting today was really inspiring. Looking forward to a year of #academicresistance and #academicactivism #aiascs
opietasanimi,wcc_outreach,Directed,6551,,,2.0,Really excellent @WCC_outreach meeting today - a renewed vigour &amp; focus on advocacy and protecting academic women's rights. #aiascs
drlisatrentin,wcc_outreach,Directed,6552,,,1.0,"Congratulations to Alison Keith of @cac_scec and @wn_cac, recipient of the @WCC_outreach Award for Leadership in WGS! Well deserved! #aiascs"
torontoaia,wcc_outreach,Directed,6553,,,1.0,Professors Joseph and Maria Shaw at tonight's reception. It was so lovely to see so many faces! Thank you for comin… https://t.co/09T5zkm6aP
lislanna,wcc_outreach,Directed,6554,,,1.0,Obligatory hotel view shot here in Toronto for #aiascs! Already popped into the @WCC_outreach business meeting- gre… https://t.co/mC6iSIv5Tu
j_f_archaeology,wfdibble,Directed,6555,,,1.0,"RT @wfdibble: One last run-thru this morn...
Come see ""New Patterns in Animal Sacrifice at Azoria"" 1045, Dominion South #aiascs https://t.c…"
adamrabinowitz,wfdibble,Directed,6556,,,1.0,"RT @wfdibble: One last run-thru this morn...
Come see ""New Patterns in Animal Sacrifice at Azoria"" 1045, Dominion South #aiascs https://t.c…"
